m,TagName,
"2012-12-01 00:00:00","javascript","11700"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10979"
"2012-12-01 00:00:00","python","5730"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c#","12702"
"2013-01-01 00:00:00","c++","6010"
"2013-01-01 00:00:00","dart","101"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13641"
"2013-01-01 00:00:00","javascript","13734"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12795"
"2013-01-01 00:00:00","python","6540"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12440"
"2013-02-01 00:00:00","c++","6038"
"2013-02-01 00:00:00","dart","86"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13613"
"2013-02-01 00:00:00","javascript","13573"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12446"
"2013-02-01 00:00:00","python","6706"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c#","14189"
"2013-03-01 00:00:00","c++","7151"
"2013-03-01 00:00:00","dart","89"
"2013-03-01 00:00:00","delphi","522"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15822"
"2013-03-01 00:00:00","javascript","15216"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14011"
"2013-03-01 00:00:00","python","7584"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","rust","7"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c#","13814"
"2013-04-01 00:00:00","c++","7083"
"2013-04-01 00:00:00","dart","160"
"2013-04-01 00:00:00","delphi","507"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16110"
"2013-04-01 00:00:00","javascript","15234"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13307"
"2013-04-01 00:00:00","python","7898"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","reactjs","1"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","rust","12"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c#","13375"
"2013-05-01 00:00:00","c++","6794"
"2013-05-01 00:00:00","dart","123"
"2013-05-01 00:00:00","delphi","527"
"2013-05-01 00:00:00","flutter","1"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15145"
"2013-05-01 00:00:00","javascript","14967"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12993"
"2013-05-01 00:00:00","python","7773"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","reactjs","1"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","rust","21"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c#","12699"
"2013-06-01 00:00:00","c++","6168"
"2013-06-01 00:00:00","dart","137"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13816"
"2013-06-01 00:00:00","javascript","14494"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12612"
"2013-06-01 00:00:00","python","7559"
"2013-06-01 00:00:00","r","1761"
"2013-06-01 00:00:00","reactjs","2"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c#","14068"
"2013-07-01 00:00:00","c++","6543"
"2013-07-01 00:00:00","dart","114"
"2013-07-01 00:00:00","delphi","503"
"2013-07-01 00:00:00","flutter","1"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15048"
"2013-07-01 00:00:00","javascript","16706"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14206"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","reactjs","2"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c#","13756"
"2013-08-01 00:00:00","c++","6214"
"2013-08-01 00:00:00","dart","109"
"2013-08-01 00:00:00","delphi","447"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14931"
"2013-08-01 00:00:00","javascript","16727"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14201"
"2013-08-01 00:00:00","python","7908"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","reactjs","1"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c#","13656"
"2013-09-01 00:00:00","c++","6493"
"2013-09-01 00:00:00","dart","95"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","flutter","1"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16122"
"2013-09-01 00:00:00","javascript","17575"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14114"
"2013-09-01 00:00:00","python","7916"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","reactjs","9"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","rust","8"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c#","15098"
"2013-10-01 00:00:00","c++","7915"
"2013-10-01 00:00:00","dart","115"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","flutter","1"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18568"
"2013-10-01 00:00:00","javascript","19591"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15183"
"2013-10-01 00:00:00","python","9437"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","reactjs","5"
"2013-10-01 00:00:00","ruby","2783"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","416"
"2013-11-01 00:00:00","c#","14489"
"2013-11-01 00:00:00","c++","8064"
"2013-11-01 00:00:00","dart","174"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18578"
"2013-11-01 00:00:00","javascript","18352"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14713"
"2013-11-01 00:00:00","python","9442"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","reactjs","7"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","rust","11"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","354"
"2013-12-01 00:00:00","c#","13533"
"2013-12-01 00:00:00","c++","6959"
"2013-12-01 00:00:00","dart","262"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17312"
"2013-12-01 00:00:00","javascript","17908"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14259"
"2013-12-01 00:00:00","python","8396"
"2013-12-01 00:00:00","r","1902"
"2013-12-01 00:00:00","reactjs","22"
"2013-12-01 00:00:00","ruby","2429"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c#","15230"
"2014-01-01 00:00:00","c++","7633"
"2014-01-01 00:00:00","dart","287"
"2014-01-01 00:00:00","delphi","487"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18542"
"2014-01-01 00:00:00","javascript","20978"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16633"
"2014-01-01 00:00:00","python","9794"
"2014-01-01 00:00:00","r","2335"
"2014-01-01 00:00:00","reactjs","47"
"2014-01-01 00:00:00","ruby","2750"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c#","15031"
"2014-02-01 00:00:00","c++","7616"
"2014-02-01 00:00:00","dart","264"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","flutter","1"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19081"
"2014-02-01 00:00:00","javascript","21010"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16369"
"2014-02-01 00:00:00","python","9845"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","reactjs","47"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c#","16060"
"2014-03-01 00:00:00","c++","8614"
"2014-03-01 00:00:00","dart","238"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","flutter","1"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21769"
"2014-03-01 00:00:00","javascript","22500"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18156"
"2014-03-01 00:00:00","python","11360"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","reactjs","45"
"2014-03-01 00:00:00","ruby","2937"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c#","15195"
"2014-04-01 00:00:00","c++","8072"
"2014-04-01 00:00:00","dart","209"
"2014-04-01 00:00:00","delphi","388"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20673"
"2014-04-01 00:00:00","javascript","21271"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17480"
"2014-04-01 00:00:00","python","10680"
"2014-04-01 00:00:00","r","2715"
"2014-04-01 00:00:00","reactjs","33"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","rust","41"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c#","13799"
"2014-05-01 00:00:00","c++","6728"
"2014-05-01 00:00:00","dart","170"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17794"
"2014-05-01 00:00:00","javascript","19618"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14605"
"2014-05-01 00:00:00","python","9185"
"2014-05-01 00:00:00","r","2573"
"2014-05-01 00:00:00","reactjs","65"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","rust","45"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c#","12394"
"2014-06-01 00:00:00","c++","5618"
"2014-06-01 00:00:00","dart","193"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","flutter","1"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15773"
"2014-06-01 00:00:00","javascript","18158"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12863"
"2014-06-01 00:00:00","python","8864"
"2014-06-01 00:00:00","r","2387"
"2014-06-01 00:00:00","reactjs","69"
"2014-06-01 00:00:00","ruby","2323"
"2014-06-01 00:00:00","rust","50"
"2014-06-01 00:00:00","swift","2381"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c#","13578"
"2014-07-01 00:00:00","c++","6234"
"2014-07-01 00:00:00","dart","192"
"2014-07-01 00:00:00","delphi","442"
"2014-07-01 00:00:00","flutter","1"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17240"
"2014-07-01 00:00:00","javascript","19981"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14161"
"2014-07-01 00:00:00","python","9865"
"2014-07-01 00:00:00","r","2623"
"2014-07-01 00:00:00","reactjs","81"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","rust","90"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12412"
"2014-08-01 00:00:00","c++","5843"
"2014-08-01 00:00:00","dart","191"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","flutter","2"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15617"
"2014-08-01 00:00:00","javascript","18325"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13102"
"2014-08-01 00:00:00","python","9073"
"2014-08-01 00:00:00","r","2458"
"2014-08-01 00:00:00","reactjs","76"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","rust","129"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","276"
"2014-09-01 00:00:00","c#","12253"
"2014-09-01 00:00:00","c++","6146"
"2014-09-01 00:00:00","dart","177"
"2014-09-01 00:00:00","delphi","444"
"2014-09-01 00:00:00","flutter","1"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16558"
"2014-09-01 00:00:00","javascript","17998"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13241"
"2014-09-01 00:00:00","python","8724"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","reactjs","96"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","rust","93"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c#","12475"
"2014-10-01 00:00:00","c++","6790"
"2014-10-01 00:00:00","dart","195"
"2014-10-01 00:00:00","delphi","408"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17753"
"2014-10-01 00:00:00","javascript","18800"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13477"
"2014-10-01 00:00:00","python","9539"
"2014-10-01 00:00:00","r","2759"
"2014-10-01 00:00:00","reactjs","135"
"2014-10-01 00:00:00","ruby","2338"
"2014-10-01 00:00:00","rust","177"
"2014-10-01 00:00:00","swift","2454"
"2014-11-01 00:00:00","assembly","380"
"2014-11-01 00:00:00","c#","11798"
"2014-11-01 00:00:00","c++","6515"
"2014-11-01 00:00:00","dart","168"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17700"
"2014-11-01 00:00:00","javascript","17874"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12928"
"2014-11-01 00:00:00","python","9524"
"2014-11-01 00:00:00","r","2696"
"2014-11-01 00:00:00","reactjs","156"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","rust","154"
"2014-11-01 00:00:00","swift","2544"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c#","11022"
"2014-12-01 00:00:00","c++","6040"
"2014-12-01 00:00:00","dart","142"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16253"
"2014-12-01 00:00:00","javascript","16885"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12237"
"2014-12-01 00:00:00","python","9006"
"2014-12-01 00:00:00","r","2350"
"2014-12-01 00:00:00","reactjs","170"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","rust","168"
"2014-12-01 00:00:00","swift","2474"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c#","11700"
"2015-01-01 00:00:00","c++","6104"
"2015-01-01 00:00:00","dart","113"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16454"
"2015-01-01 00:00:00","javascript","18436"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13524"
"2015-01-01 00:00:00","python","9652"
"2015-01-01 00:00:00","r","2674"
"2015-01-01 00:00:00","reactjs","199"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","rust","233"
"2015-01-01 00:00:00","swift","3041"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c#","11753"
"2015-02-01 00:00:00","c++","6448"
"2015-02-01 00:00:00","dart","123"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16677"
"2015-02-01 00:00:00","javascript","18576"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13454"
"2015-02-01 00:00:00","python","10167"
"2015-02-01 00:00:00","r","2957"
"2015-02-01 00:00:00","reactjs","330"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","rust","171"
"2015-02-01 00:00:00","swift","3227"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c#","13219"
"2015-03-01 00:00:00","c++","7362"
"2015-03-01 00:00:00","dart","114"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19672"
"2015-03-01 00:00:00","javascript","20438"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14844"
"2015-03-01 00:00:00","python","11552"
"2015-03-01 00:00:00","r","3554"
"2015-03-01 00:00:00","reactjs","380"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","rust","174"
"2015-03-01 00:00:00","swift","3583"
"2015-04-01 00:00:00","assembly","435"
"2015-04-01 00:00:00","c#","13047"
"2015-04-01 00:00:00","c++","7121"
"2015-04-01 00:00:00","dart","128"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","flutter","2"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19717"
"2015-04-01 00:00:00","javascript","20833"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14897"
"2015-04-01 00:00:00","python","11388"
"2015-04-01 00:00:00","r","3317"
"2015-04-01 00:00:00","reactjs","457"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","rust","200"
"2015-04-01 00:00:00","swift","4003"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c#","13320"
"2015-05-01 00:00:00","c++","6796"
"2015-05-01 00:00:00","dart","107"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18478"
"2015-05-01 00:00:00","javascript","22059"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14505"
"2015-05-01 00:00:00","python","11189"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","reactjs","442"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","rust","251"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13489"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","dart","80"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17782"
"2015-06-01 00:00:00","javascript","22533"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14291"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","reactjs","525"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","rust","235"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c#","14071"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","dart","95"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18612"
"2015-07-01 00:00:00","javascript","23870"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15293"
"2015-07-01 00:00:00","python","12284"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","reactjs","642"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","rust","210"
"2015-07-01 00:00:00","swift","5134"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c#","13195"
"2015-08-01 00:00:00","c++","5859"
"2015-08-01 00:00:00","dart","61"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","flutter","1"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17034"
"2015-08-01 00:00:00","javascript","22089"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14175"
"2015-08-01 00:00:00","python","11195"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","reactjs","605"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","rust","187"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12897"
"2015-09-01 00:00:00","c++","5901"
"2015-09-01 00:00:00","dart","60"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16888"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13460"
"2015-09-01 00:00:00","python","10935"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","reactjs","750"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","rust","159"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c#","12765"
"2015-10-01 00:00:00","c++","7030"
"2015-10-01 00:00:00","dart","74"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18477"
"2015-10-01 00:00:00","javascript","21736"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13837"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","reactjs","831"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","rust","133"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c#","12339"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","dart","84"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","flutter","4"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17702"
"2015-11-01 00:00:00","javascript","21181"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13235"
"2015-11-01 00:00:00","python","12256"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","reactjs","952"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","rust","138"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c#","12105"
"2015-12-01 00:00:00","c++","6544"
"2015-12-01 00:00:00","dart","47"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16487"
"2015-12-01 00:00:00","javascript","21005"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13651"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","reactjs","1020"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","rust","130"
"2015-12-01 00:00:00","swift","4362"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c#","12326"
"2016-01-01 00:00:00","c++","6087"
"2016-01-01 00:00:00","dart","68"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","flutter","1"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16562"
"2016-01-01 00:00:00","javascript","22430"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14475"
"2016-01-01 00:00:00","python","12314"
"2016-01-01 00:00:00","r","3526"
"2016-01-01 00:00:00","reactjs","1161"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","rust","152"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6536"
"2016-02-01 00:00:00","dart","75"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","flutter","1"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17779"
"2016-02-01 00:00:00","javascript","22381"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14823"
"2016-02-01 00:00:00","python","13215"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","reactjs","1150"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","rust","145"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c#","13555"
"2016-03-01 00:00:00","c++","6995"
"2016-03-01 00:00:00","dart","58"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19794"
"2016-03-01 00:00:00","javascript","23987"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15028"
"2016-03-01 00:00:00","python","14028"
"2016-03-01 00:00:00","r","4037"
"2016-03-01 00:00:00","reactjs","1457"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","rust","183"
"2016-03-01 00:00:00","swift","5057"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c#","13664"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","dart","49"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19398"
"2016-04-01 00:00:00","javascript","23350"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14367"
"2016-04-01 00:00:00","python","13591"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","reactjs","1490"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","rust","157"
"2016-04-01 00:00:00","swift","4737"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c#","13455"
"2016-05-01 00:00:00","c++","6112"
"2016-05-01 00:00:00","dart","37"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16937"
"2016-05-01 00:00:00","javascript","22891"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14344"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","reactjs","1537"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","rust","186"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
